Periode,Supplier,Kode Article,Nama Article,Qty
2021-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,16.0
2021-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,288.0
2021-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,343.0
2021-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,383.0
2021-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,597.0
2022-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,638.0
2022-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,434.0
2022-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,550.0
2022-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,427.0
2022-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,590.0
2022-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,640.0
2022-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,596.0
2022-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,586.0
2022-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,541.0
2022-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,577.0
2022-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,842.0
2022-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,906.0
2023-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,660.0
2023-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,575.0
2023-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,484.0
2023-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,370.0
2023-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,586.0
2023-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,387.0
2023-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,706.0
2023-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,589.0
2023-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,539.0
2023-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,513.0
2023-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,525.0
2023-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,576.0
2024-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,597.0
2024-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,628.0
2024-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,518.0
2024-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,538.0
2024-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,615.0
2024-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,475.0
2024-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,563.0
2024-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,553.0
2024-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,647.0
2024-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,424.0
2024-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,500.0
2024-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,531.0
2025-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,505.0
2025-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,415.0
2025-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,353.0
2025-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,368.0
2025-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,595.0
2025-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,737.0
2025-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,712.0
2025-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,581.0
2025-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,623.0
2025-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,682.0
2025-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,738.0
2025-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,736.0
2026-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782354,ANTANGIN JRG SYRUP 15ML,521.0
2020-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,38.0
2020-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,34.0
2020-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,24.0
2020-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,3.0
2020-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,47.0
2020-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,74.0
2020-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,72.0
2020-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,58.0
2020-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,76.0
2020-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,74.0
2020-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,84.0
2021-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,70.0
2021-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,101.0
2021-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,102.0
2021-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,48.0
2021-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,22.0
2021-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,0.0
2021-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,0.0
2021-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,5.0
2021-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,47.0
2021-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,23.0
2021-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,46.0
2021-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,77.0
2022-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,38.0
2022-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,49.0
2022-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,45.0
2022-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,37.0
2022-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,68.0
2022-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,142.0
2022-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,141.0
2022-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,105.0
2022-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,101.0
2022-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,120.0
2022-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,96.0
2022-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,90.0
2023-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,59.0
2023-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,108.0
2023-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,37.0
2023-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,102.0
2023-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,66.0
2023-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,102.0
2023-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,118.0
2023-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,55.0
2023-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,49.0
2023-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,75.0
2023-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,104.0
2023-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,112.0
2024-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,93.0
2024-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,44.0
2024-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,33.0
2024-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,55.0
2024-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,31.0
2024-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,90.0
2024-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,50.0
2024-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,35.0
2024-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,43.0
2024-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,48.0
2024-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,47.0
2024-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,113.0
2025-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,104.0
2025-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,98.0
2025-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,53.0
2025-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,76.0
2025-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,99.0
2025-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,126.0
2025-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,86.0
2025-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,98.0
2025-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,95.0
2025-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,96.0
2025-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,64.0
2025-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,104.0
2026-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783665,ANTANGIN JUNIOR SYRUP 10 ML,90.0
2023-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,1.0
2023-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,1.0
2023-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,3.0
2024-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,2.0
2024-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,1.0
2024-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,0.0
2024-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,4.0
2024-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,7.0
2024-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,2.0
2024-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,3.0
2024-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,1.0
2024-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,3.0
2024-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,4.0
2024-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,1.0
2024-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,3.0
2025-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,2.0
2025-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,3.0
2025-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,6.0
2025-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,2.0
2025-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,4.0
2025-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,1.0
2025-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,8.0
2025-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,9.0
2025-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,7.0
2025-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,5.0
2025-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,4.0
2025-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,4.0
2026-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003786499,OB HERBAL 30ML,5.0
2023-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,1.0
2023-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,1.0
2023-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,5.0
2024-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,3.0
2024-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,3.0
2024-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,4.0
2024-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,3.0
2024-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,3.0
2024-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,3.0
2024-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,3.0
2024-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,5.0
2024-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,5.0
2024-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,1.0
2024-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,0.0
2024-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,5.0
2025-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,5.0
2025-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,2.0
2025-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,5.0
2025-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,1.0
2025-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,2.0
2025-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,3.0
2025-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,0.0
2025-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,5.0
2025-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,3.0
2025-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,8.0
2025-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,4.0
2025-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,4.0
2026-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003782453,OB HERBAL 60ML,6.0
2023-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,25.0
2023-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,60.0
2023-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,75.0
2023-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,40.0
2023-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,45.0
2023-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,73.0
2023-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,42.0
2023-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,39.0
2024-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,54.0
2024-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,28.0
2024-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,35.0
2024-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,8.0
2024-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,25.0
2024-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,47.0
2024-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,55.0
2024-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,50.0
2024-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,54.0
2024-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,60.0
2024-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,74.0
2024-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,92.0
2025-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,73.0
2025-02-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,51.0
2025-03-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,94.0
2025-04-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,38.0
2025-05-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,65.0
2025-06-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,64.0
2025-07-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,76.0
2025-08-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,73.0
2025-09-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,58.0
2025-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,46.0
2025-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,64.0
2025-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,75.0
2026-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003783375,PERMEN ANTANGIN ASSORTED BAG 100GR/25,63.0
2023-10-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003787243,PERMEN TEJAHE BAG JAHE MERAH 100GR /25,21.0
2023-11-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003787243,PERMEN TEJAHE BAG JAHE MERAH 100GR /25,6.0
2023-12-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003787243,PERMEN TEJAHE BAG JAHE MERAH 100GR /25,15.0
2024-01-01,P0047 -  PT.JAVAS TRIPTA MANDALA,8992003787243,PERMEN TEJAHE BAG JAHE MERAH 100GR /25,23.0
